No.,Time,Delta,Source,Destination,Protocol,Length,Data Length,Source Port,Destination Port,Data,Info
1103533,38113.27,0.03,::201:1:1:1,::22d:2d:2d:2d,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103542,38113.36,0.09,::201:1:1:1,::22d:2d:2d:2d,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103544,38113.4,0.04,::201:1:1:1,::22d:2d:2d:2d,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103546,38113.41,0.01,::201:1:1:1,::22d:2d:2d:2d,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103548,38113.44,0.03,::201:1:1:1,::22d:2d:2d:2d,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103550,38113.45,0.01,::201:1:1:1,::22d:2d:2d:2d,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103559,38113.53,0.08,::201:1:1:1,::22d:2d:2d:2d,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103561,38113.57,0.04,::201:1:1:1,::22d:2d:2d:2d,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103563,38113.58,0.01,::201:1:1:1,::22d:2d:2d:2d,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103565,38113.61,0.03,::201:1:1:1,::22d:2d:2d:2d,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103567,38113.62,0.01,::201:1:1:1,::22d:2d:2d:2d,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103569,38113.7,0.08,::201:1:1:1,::22d:2d:2d:2d,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103571,38113.74,0.04,::201:1:1:1,::22d:2d:2d:2d,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103573,38113.75,0.01,::201:1:1:1,::22d:2d:2d:2d,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103582,38113.79,0.04,::201:1:1:1,::22d:2d:2d:2d,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103584,38113.87,0.08,::201:1:1:1,::22d:2d:2d:2d,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103587,38113.91,0.04,::201:1:1:1,::22d:2d:2d:2d,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103591,38113.95,0.04,::21e:1e:1e:1e,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
1103593,38113.96,0.01,::201:1:1:1,::22d:2d:2d:2d,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103606,38114.13,0.17,::219:19:19:19,::201:1:1:1,UDP,51,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103621,38114.28,0.15,::21e:1e:1e:1e,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
1103623,38114.29,0.01,::219:19:19:19,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103625,38114.36,0.07,::219:19:19:19,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103627,38114.4,0.04,::21e:1e:1e:1e,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
1103633,38114.43,0.03,::219:19:19:19,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103643,38114.5,0.07,::219:19:19:19,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103645,38114.57,0.07,::21e:1e:1e:1e,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
1103647,38114.68,0.11,::21e:1e:1e:1e,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
1103655,38114.74,0.06,::219:19:19:19,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103657,38114.79,0.05,::237:37:37:37,::201:1:1:1,UDP,51,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103659,38114.82,0.03,::237:37:37:37,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103661,38114.85,0.03,::219:19:19:19,::201:1:1:1,UDP,52,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103669,38114.94,0.09,::237:37:37:37,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103671,38114.97,0.03,::201:1:1:1,::21e:1e:1e:1e,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103673,38114.99,0.02,::201:1:1:1,::21e:1e:1e:1e,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103675,38115.04,0.05,::201:1:1:1,::21e:1e:1e:1e,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103677,38115.06,0.02,::237:37:37:37,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103679,38115.1,0.04,::237:37:37:37,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103687,38115.15,0.05,::237:37:37:37,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103689,38115.19,0.04,::237:37:37:37,::201:1:1:1,UDP,52,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103691,38115.21,0.02,::201:1:1:1,::21e:1e:1e:1e,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103693,38115.35,0.14,::201:1:1:1,::21e:1e:1e:1e,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103703,38115.48,0.13,::201:1:1:1,::219:19:19:19,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103705,38115.5,0.02,::201:1:1:1,::219:19:19:19,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103714,38115.6,0.1,::201:1:1:1,::219:19:19:19,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103716,38115.65,0.05,::201:1:1:1,::219:19:19:19,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103718,38115.67,0.02,::201:1:1:1,::219:19:19:19,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103720,38115.7,0.03,::201:1:1:1,::219:19:19:19,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103722,38115.77,0.07,::201:1:1:1,::219:19:19:19,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103724,38115.8,0.03,::201:1:1:1,::219:19:19:19,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103731,38115.87,0.07,::201:1:1:1,::219:19:19:19,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103734,38115.9,0.03,::201:1:1:1,::219:19:19:19,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103736,38115.97,0.07,::201:1:1:1,::219:19:19:19,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103738,38115.98,0.01,::204:4:4:4,::201:1:1:1,UDP,51,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103740,38115.99,0.01,::201:1:1:1,::237:37:37:37,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103742,38116.04,0.05,::201:1:1:1,::219:19:19:19,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103750,38116.07,0.03,::201:1:1:1,::219:19:19:19,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103752,38116.13,0.06,::204:4:4:4,::201:1:1:1,UDP,52,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103753,38116.13,0,::201:1:1:1,::237:37:37:37,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103754,38116.16,0.03,::201:1:1:1,::237:37:37:37,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103756,38116.21,0.05,::201:1:1:1,::219:19:19:19,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103763,38116.3,0.09,::204:4:4:4,::201:1:1:1,UDP,52,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103764,38116.3,0,::201:1:1:1,::237:37:37:37,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103765,38116.47,0.17,::201:1:1:1,::237:37:37:37,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103775,38116.59,0.12,::201:1:1:1,::237:37:37:37,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103777,38116.63,0.04,::201:1:1:1,::237:37:37:37,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103779,38116.64,0.01,::204:4:4:4,::201:1:1:1,UDP,52,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103780,38116.64,0,::201:1:1:1,::237:37:37:37,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103781,38116.68,0.04,::201:1:1:1,::237:37:37:37,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103783,38116.73,0.05,::201:1:1:1,::237:37:37:37,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103786,38116.74,0.01,::201:1:1:1,::237:37:37:37,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103796,38116.81,0.07,::201:1:1:1,::237:37:37:37,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103803,38116.98,0.17,::201:1:1:1,::237:37:37:37,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103804,38117.15,0.17,::204:4:4:4,::201:1:1:1,UDP,52,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103813,38117.48,0.33,::201:1:1:1,::204:4:4:4,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103815,38117.49,0.01,::201:1:1:1,::237:37:37:37,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103817,38117.59,0.1,::201:1:1:1,::204:4:4:4,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103819,38117.61,0.02,::201:1:1:1,::237:37:37:37,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103821,38117.65,0.04,::201:1:1:1,::204:4:4:4,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103822,38117.65,0,::201:1:1:1,::237:37:37:37,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103829,38117.7,0.05,::201:1:1:1,::237:37:37:37,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103833,38117.75,0.05,::201:1:1:1,::237:37:37:37,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103835,38117.76,0.01,::201:1:1:1,::204:4:4:4,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103836,38117.76,0,::201:1:1:1,::237:37:37:37,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103890,38119.89,2.13,::223:23:23:23,::201:1:1:1,UDP,51,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103893,38120.02,0.13,::223:23:23:23,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103895,38120.08,0.06,::223:23:23:23,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103897,38120.12,0.04,::223:23:23:23,::201:1:1:1,UDP,52,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1103916,38120.58,0.46,::201:1:1:1,::223:23:23:23,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103927,38120.72,0.14,::201:1:1:1,::223:23:23:23,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103929,38120.75,0.03,::201:1:1:1,::223:23:23:23,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103930,38120.75,0,::201:1:1:1,::223:23:23:23,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103933,38120.78,0.03,::201:1:1:1,::223:23:23:23,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103943,38120.89,0.11,::201:1:1:1,::223:23:23:23,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103945,38120.92,0.03,::201:1:1:1,::223:23:23:23,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1103949,38120.95,0.03,::201:1:1:1,::223:23:23:23,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104064,38123.1,2.15,::20e:e:e:e,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
1104066,38123.17,0.07,::20e:e:e:e,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
1104075,38123.24,0.07,::20e:e:e:e,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
1104077,38123.25,0.01,::21a:1a:1a:1a,::201:1:1:1,UDP,51,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104079,38123.31,0.06,::21a:1a:1a:1a,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104081,38123.35,0.04,::20e:e:e:e,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
1104093,38123.47,0.12,::201:1:1:1,::20e:e:e:e,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104095,38123.49,0.02,::201:1:1:1,::20e:e:e:e,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104097,38123.52,0.03,::21a:1a:1a:1a,::201:1:1:1,UDP,52,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104099,38123.59,0.07,::201:1:1:1,::20e:e:e:e,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104108,38123.69,0.1,::201:1:1:1,::20e:e:e:e,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104119,38123.98,0.29,::201:1:1:1,::21a:1a:1a:1a,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104129,38124.12,0.14,::201:1:1:1,::21a:1a:1a:1a,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104132,38124.15,0.03,::201:1:1:1,::21a:1a:1a:1a,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104133,38124.15,0,::201:1:1:1,::21a:1a:1a:1a,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104137,38124.29,0.14,::201:1:1:1,::21a:1a:1a:1a,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104139,38124.3,0.01,::233:33:33:33,::201:1:1:1,UDP,51,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104141,38124.32,0.02,::201:1:1:1,::21a:1a:1a:1a,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104146,38124.35,0.03,::233:33:33:33,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104148,38124.48,0.13,::233:33:33:33,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104150,38124.61,0.13,::233:33:33:33,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104152,38124.67,0.06,::233:33:33:33,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104154,38124.71,0.04,::233:33:33:33,::201:1:1:1,UDP,52,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104156,38124.72,0.01,::21c:1c:1c:1c,::201:1:1:1,UDP,51,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104158,38124.77,0.05,::21c:1c:1c:1c,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104162,38124.94,0.17,::21c:1c:1c:1c,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104164,38125,0.06,::201:1:1:1,::233:33:33:33,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104168,38125.05,0.05,::21c:1c:1c:1c,::201:1:1:1,UDP,52,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104170,38125.14,0.09,::201:1:1:1,::233:33:33:33,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104172,38125.17,0.03,::201:1:1:1,::233:33:33:33,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104173,38125.17,0,::201:1:1:1,::233:33:33:33,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104176,38125.2,0.03,::201:1:1:1,::233:33:33:33,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104180,38125.31,0.11,::201:1:1:1,::233:33:33:33,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104182,38125.33,0.02,::201:1:1:1,::233:33:33:33,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104184,38125.34,0.01,::201:1:1:1,::233:33:33:33,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104186,38125.37,0.03,::201:1:1:1,::233:33:33:33,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104188,38125.45,0.08,::201:1:1:1,::233:33:33:33,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104195,38125.5,0.05,::201:1:1:1,::233:33:33:33,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104197,38125.51,0.01,::201:1:1:1,::21c:1c:1c:1c,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104199,38125.53,0.02,::201:1:1:1,::21c:1c:1c:1c,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104201,38125.58,0.05,::201:1:1:1,::21c:1c:1c:1c,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104203,38125.62,0.04,::201:1:1:1,::233:33:33:33,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104205,38125.68,0.06,::201:1:1:1,::21c:1c:1c:1c,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104207,38125.7,0.02,::201:1:1:1,::21c:1c:1c:1c,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104208,38125.7,0,::201:1:1:1,::21c:1c:1c:1c,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104212,38125.87,0.17,::201:1:1:1,::21c:1c:1c:1c,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104213,38125.87,0,::201:1:1:1,::21c:1c:1c:1c,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104226,38126.04,0.17,::201:1:1:1,::21c:1c:1c:1c,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104239,38126.21,0.17,::201:1:1:1,::21c:1c:1c:1c,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104241,38126.26,0.05,::201:1:1:1,::21c:1c:1c:1c,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104244,38126.34,0.08,::209:9:9:9,::201:1:1:1,UDP,51,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104246,38126.38,0.04,::201:1:1:1,::21c:1c:1c:1c,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104253,38126.41,0.03,::209:9:9:9,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104258,38126.52,0.11,::209:9:9:9,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104264,38126.67,0.15,::209:9:9:9,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104266,38126.74,0.07,::209:9:9:9,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104268,38126.81,0.07,::209:9:9:9,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104275,38126.92,0.11,::209:9:9:9,::201:1:1:1,UDP,52,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104277,38127.04,0.12,::201:1:1:1,::209:9:9:9,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104279,38127.06,0.02,::201:1:1:1,::209:9:9:9,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104286,38127.16,0.1,::201:1:1:1,::209:9:9:9,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104288,38127.21,0.05,::201:1:1:1,::209:9:9:9,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104290,38127.23,0.02,::201:1:1:1,::209:9:9:9,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104292,38127.26,0.03,::201:1:1:1,::209:9:9:9,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104294,38127.32,0.06,::201:1:1:1,::209:9:9:9,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104301,38127.33,0.01,::201:1:1:1,::209:9:9:9,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104303,38127.34,0.01,::201:1:1:1,::209:9:9:9,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104305,38127.43,0.09,::201:1:1:1,::209:9:9:9,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104307,38127.44,0.01,::201:1:1:1,::209:9:9:9,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104309,38127.49,0.05,::201:1:1:1,::209:9:9:9,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104311,38127.51,0.02,::201:1:1:1,::209:9:9:9,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104320,38127.61,0.1,::201:1:1:1,::209:9:9:9,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104322,38127.65,0.04,::227:27:27:27,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
1104324,38127.7,0.05,::227:27:27:27,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
1104326,38127.74,0.04,::227:27:27:27,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
1104333,38127.87,0.13,::227:27:27:27,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
1104338,38128.03,0.16,::227:27:27:27,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
1104340,38128.1,0.07,::227:27:27:27,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
1104342,38128.17,0.07,::227:27:27:27,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
1104346,38128.28,0.11,::227:27:27:27,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
1104355,38128.57,0.29,::201:1:1:1,::227:27:27:27,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104357,38128.59,0.02,::201:1:1:1,::227:27:27:27,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104359,38128.69,0.1,::201:1:1:1,::227:27:27:27,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104366,38128.79,0.1,::201:1:1:1,::227:27:27:27,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104368,38128.93,0.14,::201:1:1:1,::227:27:27:27,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104375,38129.06,0.13,::201:1:1:1,::227:27:27:27,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104377,38129.1,0.04,::201:1:1:1,::227:27:27:27,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104382,38129.27,0.17,::201:1:1:1,::227:27:27:27,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104402,38130.06,0.79,::21b:1b:1b:1b,::201:1:1:1,UDP,51,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104409,38130.11,0.05,::21b:1b:1b:1b,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104412,38130.15,0.04,::21b:1b:1b:1b,::201:1:1:1,UDP,52,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104429,38130.5,0.35,::211:11:11:11,::201:1:1:1,UDP,51,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104438,38130.61,0.11,::201:1:1:1,::21b:1b:1b:1b,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104440,38130.66,0.05,::211:11:11:11,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104442,38130.75,0.09,::201:1:1:1,::21b:1b:1b:1b,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104444,38130.77,0.02,::211:11:11:11,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104450,38130.78,0.01,::201:1:1:1,::21b:1b:1b:1b,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104452,38130.87,0.09,::201:1:1:1,::21b:1b:1b:1b,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104454,38130.91,0.04,::202:2:2:2,::201:1:1:1,UDP,42,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
1104456,38130.92,0.01,::211:11:11:11,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104457,38130.92,0,::201:1:1:1,::21b:1b:1b:1b,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104458,38130.99,0.07,::201:1:1:1,::202:2:2:2,UDP,107,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104464,38131.09,0.1,::211:11:11:11,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104465,38131.09,0,::201:1:1:1,::21b:1b:1b:1b,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
1104469,38131.26,0.17,::216:16:16:16,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
1104470,38131.26,0,::211:11:11:11,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104472,38131.33,0.07,::211:11:11:11,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
1104474,38131.4,0.07,::211:11:11:11,::201:1:1:1,UDP,60,"6,2",8765,5678,�\234\223,8765  >  5678 Len=2
