No.,Time,Delta,Source,Destination,Protocol,Length,Data Length,Source Port,Destination Port,Data,Info
971667,38110.46,0.04,::238:38:38:38,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971672,38110.99,0.53,::201:1:1:1,::238:38:38:38,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971674,38111.11,0.12,::201:1:1:1,::238:38:38:38,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971678,38111.26,0.15,::201:1:1:1,::238:38:38:38,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971682,38111.34,0.08,::201:1:1:1,::238:38:38:38,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971686,38111.49,0.15,::201:1:1:1,::238:38:38:38,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971692,38111.62,0.13,::201:1:1:1,::238:38:38:38,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971698,38111.8,0.18,::22d:2d:2d:2d,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971702,38112.05,0.25,::22d:2d:2d:2d,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971704,38112.55,0.5,::201:1:1:1,::22d:2d:2d:2d,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971706,38112.61,0.06,::201:1:1:1,::22d:2d:2d:2d,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971712,38113.8,1.19,::21e:1e:1e:1e,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971714,38113.81,0.01,::21e:1e:1e:1e,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971716,38113.93,0.12,::21e:1e:1e:1e,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971723,38114.09,0.16,::21e:1e:1e:1e,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971725,38114.12,0.03,::219:19:19:19,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971734,38114.2,0.08,::219:19:19:19,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971751,38114.59,0.39,::201:1:1:1,::21e:1e:1e:1e,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971753,38114.61,0.02,::201:1:1:1,::21e:1e:1e:1e,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971757,38114.72,0.11,::201:1:1:1,::21e:1e:1e:1e,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971759,38114.82,0.1,::237:37:37:37,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971761,38114.88,0.06,::237:37:37:37,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971762,38114.88,0,::201:1:1:1,::21e:1e:1e:1e,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971763,38115.05,0.17,::237:37:37:37,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971764,38115.05,0,::201:1:1:1,::21e:1e:1e:1e,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971765,38115.07,0.02,::201:1:1:1,::219:19:19:19,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971767,38115.17,0.1,::201:1:1:1,::219:19:19:19,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971769,38115.22,0.05,::237:37:37:37,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971770,38115.22,0,::201:1:1:1,::21e:1e:1e:1e,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971775,38115.73,0.51,::237:37:37:37,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971776,38115.73,0,::201:1:1:1,::21e:1e:1e:1e,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971777,38115.9,0.17,::201:1:1:1,::21e:1e:1e:1e,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971779,38115.95,0.05,::204:4:4:4,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971783,38116.07,0.12,::204:4:4:4,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971785,38116.23,0.16,::204:4:4:4,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971787,38116.36,0.13,::204:4:4:4,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971789,38116.48,0.12,::204:4:4:4,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971791,38116.64,0.16,::204:4:4:4,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971793,38116.75,0.11,::237:37:37:37,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971797,38116.86,0.11,::237:37:37:37,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971799,38116.87,0.01,::237:37:37:37,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971801,38116.88,0.01,::237:37:37:37,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971803,38116.92,0.04,::237:37:37:37,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971805,38116.97,0.05,::201:1:1:1,::204:4:4:4,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971808,38116.99,0.02,::201:1:1:1,::204:4:4:4,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971810,38117.1,0.11,::201:1:1:1,::204:4:4:4,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971812,38117.2,0.1,::201:1:1:1,::204:4:4:4,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971814,38117.28,0.08,::201:1:1:1,::204:4:4:4,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971816,38117.36,0.08,::201:1:1:1,::204:4:4:4,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971818,38117.45,0.09,::201:1:1:1,::237:37:37:37,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971820,38117.57,0.12,::201:1:1:1,::237:37:37:37,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971822,38117.72,0.15,::201:1:1:1,::237:37:37:37,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971824,38117.8,0.08,::201:1:1:1,::237:37:37:37,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971827,38117.95,0.15,::201:1:1:1,::237:37:37:37,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971831,38117.99,0.04,::201:1:1:1,::237:37:37:37,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971849,38119.79,1.8,::223:23:23:23,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971851,38119.83,0.04,::223:23:23:23,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971853,38119.86,0.03,::223:23:23:23,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971855,38119.98,0.12,::223:23:23:23,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971857,38120.14,0.16,::223:23:23:23,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971860,38120.27,0.13,::223:23:23:23,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971862,38120.39,0.12,::223:23:23:23,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971866,38120.55,0.16,::223:23:23:23,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971868,38121.05,0.5,::201:1:1:1,::223:23:23:23,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971870,38121.07,0.02,::201:1:1:1,::223:23:23:23,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971872,38121.18,0.11,::201:1:1:1,::223:23:23:23,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971874,38121.28,0.1,::201:1:1:1,::223:23:23:23,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971876,38121.36,0.08,::201:1:1:1,::223:23:23:23,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971878,38121.44,0.08,::201:1:1:1,::223:23:23:23,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971880,38121.52,0.08,::201:1:1:1,::223:23:23:23,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971884,38121.6,0.08,::201:1:1:1,::223:23:23:23,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971900,38123.06,1.46,::20e:e:e:e,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971902,38123.16,0.1,::20e:e:e:e,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971904,38123.21,0.05,::20e:e:e:e,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971906,38123.32,0.11,::20e:e:e:e,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971908,38123.33,0.01,::20e:e:e:e,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971910,38123.34,0.01,::20e:e:e:e,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971912,38123.38,0.04,::21a:1a:1a:1a,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971913,38123.38,0,::20e:e:e:e,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971916,38123.49,0.11,::21a:1a:1a:1a,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971918,38123.5,0.01,::21a:1a:1a:1a,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971920,38123.51,0.01,::21a:1a:1a:1a,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971922,38123.55,0.04,::21a:1a:1a:1a,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971924,38123.57,0.02,::201:1:1:1,::20e:e:e:e,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971927,38123.69,0.12,::201:1:1:1,::20e:e:e:e,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971929,38123.84,0.15,::201:1:1:1,::20e:e:e:e,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971931,38123.92,0.08,::201:1:1:1,::20e:e:e:e,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971933,38124.07,0.15,::201:1:1:1,::20e:e:e:e,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971935,38124.08,0.01,::201:1:1:1,::21a:1a:1a:1a,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971937,38124.2,0.12,::201:1:1:1,::20e:e:e:e,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971938,38124.2,0,::201:1:1:1,::21a:1a:1a:1a,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971941,38124.29,0.09,::201:1:1:1,::20e:e:e:e,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971943,38124.35,0.06,::201:1:1:1,::21a:1a:1a:1a,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971945,38124.39,0.04,::233:33:33:33,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971947,38124.43,0.04,::201:1:1:1,::21a:1a:1a:1a,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971949,38124.46,0.03,::233:33:33:33,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971951,38124.58,0.12,::201:1:1:1,::21a:1a:1a:1a,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971953,38124.59,0.01,::233:33:33:33,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971955,38124.69,0.1,::233:33:33:33,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971957,38124.81,0.12,::233:33:33:33,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971959,38124.85,0.04,::21c:1c:1c:1c,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971961,38124.86,0.01,::21c:1c:1c:1c,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971963,38124.87,0.01,::21c:1c:1c:1c,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971965,38124.91,0.04,::21c:1c:1c:1c,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971967,38124.97,0.06,::233:33:33:33,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
971969,38125.1,0.13,::201:1:1:1,::21c:1c:1c:1c,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971971,38125.22,0.12,::201:1:1:1,::21c:1c:1c:1c,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971973,38125.37,0.15,::201:1:1:1,::21c:1c:1c:1c,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971975,38125.45,0.08,::201:1:1:1,::21c:1c:1c:1c,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971977,38125.47,0.02,::201:1:1:1,::233:33:33:33,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971979,38125.49,0.02,::201:1:1:1,::233:33:33:33,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971981,38125.6,0.11,::201:1:1:1,::233:33:33:33,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971983,38125.63,0.03,::201:1:1:1,::233:33:33:33,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971985,38125.79,0.16,::201:1:1:1,::233:33:33:33,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
971987,38125.8,0.01,::201:1:1:1,::233:33:33:33,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972008,38126.32,0.52,::209:9:9:9,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972012,38126.38,0.06,::209:9:9:9,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972018,38126.44,0.06,::209:9:9:9,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972020,38126.55,0.11,::209:9:9:9,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972022,38126.56,0.01,::209:9:9:9,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972024,38126.57,0.01,::209:9:9:9,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972026,38126.61,0.04,::209:9:9:9,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972031,38126.97,0.36,::201:1:1:1,::209:9:9:9,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972036,38127.09,0.12,::201:1:1:1,::209:9:9:9,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972038,38127.24,0.15,::201:1:1:1,::209:9:9:9,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972040,38127.32,0.08,::201:1:1:1,::209:9:9:9,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972044,38127.47,0.15,::201:1:1:1,::209:9:9:9,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972046,38127.51,0.04,::201:1:1:1,::209:9:9:9,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972048,38127.57,0.06,::201:1:1:1,::209:9:9:9,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972050,38127.64,0.07,::227:27:27:27,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972052,38127.72,0.08,::227:27:27:27,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972054,38127.75,0.03,::227:27:27:27,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972060,38127.8,0.05,::227:27:27:27,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972062,38127.91,0.11,::227:27:27:27,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972064,38127.92,0.01,::227:27:27:27,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972066,38127.93,0.01,::227:27:27:27,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972068,38127.97,0.04,::227:27:27:27,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972070,38128.5,0.53,::201:1:1:1,::227:27:27:27,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972072,38128.62,0.12,::201:1:1:1,::227:27:27:27,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972074,38128.77,0.15,::201:1:1:1,::227:27:27:27,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972076,38128.85,0.08,::201:1:1:1,::227:27:27:27,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972080,38129,0.15,::201:1:1:1,::227:27:27:27,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972082,38129.13,0.13,::201:1:1:1,::227:27:27:27,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972084,38129.17,0.04,::201:1:1:1,::227:27:27:27,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972086,38129.25,0.08,::201:1:1:1,::227:27:27:27,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972093,38130.01,0.76,::21b:1b:1b:1b,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972097,38130.08,0.07,::21b:1b:1b:1b,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972100,38130.12,0.04,::21b:1b:1b:1b,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972111,38130.36,0.24,::211:11:11:11,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972113,38130.37,0.01,::211:11:11:11,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972116,38130.47,0.1,::211:11:11:11,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972118,38130.51,0.04,::201:1:1:1,::21b:1b:1b:1b,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972120,38130.52,0.01,::211:11:11:11,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972124,38130.63,0.11,::211:11:11:11,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972126,38130.64,0.01,::211:11:11:11,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972128,38130.65,0.01,::211:11:11:11,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972130,38130.67,0.02,::201:1:1:1,::21b:1b:1b:1b,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972132,38130.69,0.02,::211:11:11:11,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972134,38130.77,0.08,::201:1:1:1,::21b:1b:1b:1b,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972138,38130.81,0.04,::202:2:2:2,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972140,38130.98,0.17,::202:2:2:2,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972142,38131.05,0.07,::201:1:1:1,::211:11:11:11,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972144,38131.12,0.07,::202:2:2:2,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972146,38131.17,0.05,::201:1:1:1,::211:11:11:11,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972148,38131.32,0.15,::201:1:1:1,::211:11:11:11,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972150,38131.36,0.04,::216:16:16:16,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972152,38131.4,0.04,::201:1:1:1,::211:11:11:11,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972154,38131.52,0.12,::201:1:1:1,::202:2:2:2,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972156,38131.53,0.01,::216:16:16:16,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972158,38131.53,0,::201:1:1:1,::202:2:2:2,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972160,38131.55,0.02,::201:1:1:1,::211:11:11:11,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972162,38131.6,0.05,::216:16:16:16,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972164,38131.64,0.04,::222:22:22:22,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972165,38131.64,0,::201:1:1:1,::202:2:2:2,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972167,38131.68,0.04,::201:1:1:1,::211:11:11:11,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972169,38131.73,0.05,::216:16:16:16,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972171,38131.77,0.04,::201:1:1:1,::211:11:11:11,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
