No.,Time,Delta,Source,Destination,Protocol,Length,Data Length,Source Port,Destination Port,Data,Info
972173,38131.79,0.02,::201:1:1:1,::211:11:11:11,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972175,38131.81,0.02,::222:22:22:22,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972177,38131.83,0.02,::222:22:22:22,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972178,38131.83,0,::216:16:16:16,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972181,38131.97,0.14,::222:22:22:22,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972183,38132,0.03,::221:21:21:21,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972184,38132,0,::216:16:16:16,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972186,38132.12,0.12,::216:16:16:16,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972188,38132.28,0.16,::216:16:16:16,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972190,38132.34,0.06,::221:21:21:21,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972194,38132.44,0.1,::221:21:21:21,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972196,38132.54,0.1,::201:1:1:1,::222:22:22:22,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972198,38132.55,0.01,::201:1:1:1,::222:22:22:22,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972200,38132.56,0.01,::221:21:21:21,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972202,38132.65,0.09,::201:1:1:1,::222:22:22:22,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972204,38132.72,0.07,::221:21:21:21,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972206,38132.85,0.13,::221:21:21:21,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972209,38132.97,0.12,::221:21:21:21,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972211,38133.06,0.09,::234:34:34:34,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972213,38133.12,0.06,::201:1:1:1,::216:16:16:16,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972215,38133.13,0.01,::221:21:21:21,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972217,38133.14,0.01,::201:1:1:1,::216:16:16:16,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972219,38133.19,0.05,::234:34:34:34,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972221,38133.25,0.06,::201:1:1:1,::216:16:16:16,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972223,38133.28,0.03,::201:1:1:1,::216:16:16:16,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972225,38133.31,0.03,::234:34:34:34,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972229,38133.44,0.13,::201:1:1:1,::216:16:16:16,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972231,38133.45,0.01,::201:1:1:1,::216:16:16:16,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972233,38133.46,0.01,::201:1:1:1,::221:21:21:21,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972234,38133.46,0,::201:1:1:1,::216:16:16:16,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972237,38133.47,0.01,::234:34:34:34,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972239,38133.48,0.01,::201:1:1:1,::221:21:21:21,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972241,38133.59,0.11,::201:1:1:1,::221:21:21:21,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972245,38133.69,0.1,::201:1:1:1,::221:21:21:21,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972247,38133.77,0.08,::201:1:1:1,::221:21:21:21,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972253,38133.85,0.08,::201:1:1:1,::221:21:21:21,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972259,38133.97,0.12,::201:1:1:1,::234:34:34:34,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972261,38133.98,0.01,::201:1:1:1,::221:21:21:21,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972264,38133.99,0.01,::201:1:1:1,::234:34:34:34,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972268,38134.1,0.11,::201:1:1:1,::234:34:34:34,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972272,38134.2,0.1,::201:1:1:1,::234:34:34:34,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972277,38134.55,0.35,::20d:d:d:d,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972279,38134.6,0.05,::239:39:39:39,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972281,38134.65,0.05,::20d:d:d:d,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972283,38134.72,0.07,::20d:d:d:d,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972285,38134.76,0.04,::239:39:39:39,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972287,38134.83,0.07,::239:39:39:39,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972289,38134.89,0.06,::20d:d:d:d,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972293,38134.96,0.07,::239:39:39:39,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972295,38135.03,0.07,::20d:d:d:d,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972297,38135.06,0.03,::239:39:39:39,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972299,38135.18,0.12,::239:39:39:39,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972301,38135.34,0.16,::239:39:39:39,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972303,38135.6,0.26,::201:1:1:1,::20d:d:d:d,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972305,38135.61,0.01,::201:1:1:1,::20d:d:d:d,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972307,38135.72,0.11,::201:1:1:1,::20d:d:d:d,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972309,38135.8,0.08,::201:1:1:1,::20d:d:d:d,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972311,38135.81,0.01,::201:1:1:1,::20d:d:d:d,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972313,38136.01,0.2,::201:1:1:1,::239:39:39:39,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972315,38136.02,0.01,::225:25:25:25,::201:1:1:1,UDP,42,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972317,38136.03,0.01,::201:1:1:1,::239:39:39:39,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972319,38136.14,0.11,::201:1:1:1,::239:39:39:39,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972321,38136.17,0.03,::201:1:1:1,::239:39:39:39,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972323,38136.33,0.16,::201:1:1:1,::239:39:39:39,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972325,38136.34,0.01,::201:1:1:1,::239:39:39:39,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972327,38136.44,0.1,::201:1:1:1,::239:39:39:39,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972329,38136.52,0.08,::201:1:1:1,::225:25:25:25,UDP,107,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972333,38136.86,0.34,::22c:2c:2c:2c,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972335,38136.93,0.07,::22c:2c:2c:2c,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972337,38137.1,0.17,::22c:2c:2c:2c,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972339,38137.24,0.14,::22c:2c:2c:2c,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972341,38137.47,0.23,::201:1:1:1,::22c:2c:2c:2c,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972343,38137.48,0.01,::201:1:1:1,::22c:2c:2c:2c,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972345,38137.59,0.11,::201:1:1:1,::22c:2c:2c:2c,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972347,38137.67,0.08,::201:1:1:1,::22c:2c:2c:2c,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972365,38138.3,0.63,::213:13:13:13,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972368,38138.33,0.03,::213:13:13:13,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972374,38138.4,0.07,::213:13:13:13,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972376,38138.53,0.13,::213:13:13:13,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972378,38138.63,0.1,::213:13:13:13,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972380,38138.75,0.12,::213:13:13:13,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972382,38138.91,0.16,::213:13:13:13,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972384,38139.07,0.16,::201:1:1:1,::213:13:13:13,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972386,38139.09,0.02,::201:1:1:1,::213:13:13:13,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972388,38139.2,0.11,::201:1:1:1,::213:13:13:13,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972390,38139.23,0.03,::201:1:1:1,::213:13:13:13,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972392,38139.39,0.16,::201:1:1:1,::213:13:13:13,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972394,38139.4,0.01,::201:1:1:1,::213:13:13:13,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972396,38139.48,0.08,::201:1:1:1,::213:13:13:13,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972398,38139.87,0.39,::21f:1f:1f:1f,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972402,38140.03,0.16,::21f:1f:1f:1f,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972404,38140.16,0.13,::21f:1f:1f:1f,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972406,38140.28,0.12,::21f:1f:1f:1f,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972408,38140.44,0.16,::21f:1f:1f:1f,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972413,38140.6,0.16,::201:1:1:1,::21f:1f:1f:1f,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972415,38140.62,0.02,::201:1:1:1,::21f:1f:1f:1f,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972417,38140.73,0.11,::201:1:1:1,::21f:1f:1f:1f,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972419,38140.83,0.1,::201:1:1:1,::21f:1f:1f:1f,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972427,38140.91,0.08,::201:1:1:1,::21f:1f:1f:1f,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972433,38141.53,0.62,::203:3:3:3,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972439,38141.67,0.14,::203:3:3:3,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972441,38141.69,0.02,::203:3:3:3,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972446,38141.73,0.04,::20b:b:b:b,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972458,38141.86,0.13,::20b:b:b:b,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972459,38141.86,0,::203:3:3:3,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972466,38142.03,0.17,::20b:b:b:b,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972467,38142.03,0,::203:3:3:3,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972474,38142.08,0.05,::20b:b:b:b,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972479,38142.17,0.09,::203:3:3:3,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972482,38142.19,0.02,::20b:b:b:b,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972496,38142.37,0.18,::20b:b:b:b,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972498,38142.38,0.01,::20b:b:b:b,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972500,38142.42,0.04,::20b:b:b:b,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972502,38142.57,0.15,::201:1:1:1,::203:3:3:3,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972504,38142.58,0.01,::201:1:1:1,::203:3:3:3,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972506,38142.69,0.11,::201:1:1:1,::203:3:3:3,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972508,38142.71,0.02,::201:1:1:1,::203:3:3:3,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972510,38142.78,0.07,::201:1:1:1,::203:3:3:3,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972512,38143.12,0.34,::201:1:1:1,::20b:b:b:b,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972514,38143.15,0.03,::210:10:10:10,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972519,38143.24,0.09,::201:1:1:1,::20b:b:b:b,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972521,38143.29,0.05,::210:10:10:10,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972523,38143.39,0.1,::210:10:10:10,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972525,38143.39,0,::201:1:1:1,::20b:b:b:b,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972527,38143.47,0.08,::201:1:1:1,::20b:b:b:b,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972529,38143.56,0.09,::210:10:10:10,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972531,38143.62,0.06,::201:1:1:1,::20b:b:b:b,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972533,38143.63,0.01,::217:17:17:17,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972535,38143.66,0.03,::217:17:17:17,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972539,38143.7,0.04,::210:10:10:10,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972541,38143.75,0.05,::201:1:1:1,::20b:b:b:b,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972543,38143.78,0.03,::217:17:17:17,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972547,38143.91,0.13,::201:1:1:1,::20b:b:b:b,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972549,38143.94,0.03,::217:17:17:17,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972551,38144.07,0.13,::217:17:17:17,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972553,38144.1,0.03,::201:1:1:1,::210:10:10:10,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972555,38144.11,0.01,::201:1:1:1,::210:10:10:10,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972557,38144.19,0.08,::217:17:17:17,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972559,38144.22,0.03,::201:1:1:1,::210:10:10:10,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972561,38144.35,0.13,::217:17:17:17,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972563,38144.37,0.02,::201:1:1:1,::210:10:10:10,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972565,38144.38,0.01,::201:1:1:1,::210:10:10:10,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972567,38144.51,0.13,::201:1:1:1,::217:17:17:17,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972569,38144.53,0.02,::201:1:1:1,::217:17:17:17,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972573,38144.64,0.11,::201:1:1:1,::217:17:17:17,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972575,38144.74,0.1,::201:1:1:1,::217:17:17:17,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972579,38144.82,0.08,::201:1:1:1,::217:17:17:17,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972581,38144.9,0.08,::201:1:1:1,::217:17:17:17,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972583,38144.98,0.08,::201:1:1:1,::217:17:17:17,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972605,38147.03,2.05,::207:7:7:7,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972607,38147.07,0.04,::23d:3d:3d:3d,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972611,38147.13,0.06,::207:7:7:7,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972613,38147.2,0.07,::23d:3d:3d:3d,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972615,38147.3,0.1,::207:7:7:7,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972616,38147.3,0,::23d:3d:3d:3d,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972620,38147.44,0.14,::207:7:7:7,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972622,38147.47,0.03,::23d:3d:3d:3d,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972624,38147.5,0.03,::201:1:1:1,::207:7:7:7,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972626,38147.51,0.01,::201:1:1:1,::207:7:7:7,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972628,38147.59,0.08,::23d:3d:3d:3d,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972630,38147.62,0.03,::201:1:1:1,::207:7:7:7,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972632,38147.75,0.13,::23d:3d:3d:3d,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972634,38147.77,0.02,::201:1:1:1,::207:7:7:7,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972641,38148.08,0.31,::201:1:1:1,::23d:3d:3d:3d,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972643,38148.1,0.02,::201:1:1:1,::23d:3d:3d:3d,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972645,38148.21,0.11,::201:1:1:1,::23d:3d:3d:3d,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972647,38148.24,0.03,::201:1:1:1,::23d:3d:3d:3d,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972649,38148.4,0.16,::201:1:1:1,::23d:3d:3d:3d,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972651,38148.79,0.39,::236:36:36:36,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972653,38148.83,0.04,::236:36:36:36,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972655,38148.88,0.05,::236:36:36:36,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972657,38148.99,0.11,::236:36:36:36,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972659,38149,0.01,::236:36:36:36,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972661,38149.01,0.01,::236:36:36:36,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972665,38149.05,0.04,::236:36:36:36,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972667,38149.58,0.53,::201:1:1:1,::236:36:36:36,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972670,38149.7,0.12,::201:1:1:1,::236:36:36:36,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972675,38149.85,0.15,::201:1:1:1,::236:36:36:36,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972681,38149.93,0.08,::201:1:1:1,::236:36:36:36,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972686,38150.08,0.15,::201:1:1:1,::236:36:36:36,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972690,38150.21,0.13,::201:1:1:1,::236:36:36:36,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972696,38150.33,0.12,::201:1:1:1,::236:36:36:36,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972703,38153.1,2.77,::20a:a:a:a,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972705,38153.2,0.1,::20a:a:a:a,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972707,38153.36,0.16,::20a:a:a:a,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972709,38153.42,0.06,::22a:2a:2a:2a,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972711,38153.52,0.1,::201:1:1:1,::20a:a:a:a,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972713,38153.54,0.02,::22a:2a:2a:2a,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972714,38153.54,0,::201:1:1:1,::20a:a:a:a,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972720,38153.71,0.17,::22a:2a:2a:2a,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972721,38153.71,0,::201:1:1:1,::20a:a:a:a,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972728,38153.88,0.17,::22a:2a:2a:2a,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972729,38153.88,0,::201:1:1:1,::20a:a:a:a,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972743,38154.28,0.4,::20c:c:c:c,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972745,38154.32,0.04,::20c:c:c:c,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972747,38154.39,0.07,::201:1:1:1,::20a:a:a:a,UDP,124,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972749,38154.51,0.12,::201:1:1:1,::20c:c:c:c,UDP,115,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972750,38154.51,0,::201:1:1:1,::20a:a:a:a,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972753,38154.56,0.05,::22a:2a:2a:2a,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972755,38154.58,0.02,::215:15:15:15,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972757,38154.61,0.03,::215:15:15:15,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972759,38154.63,0.02,::201:1:1:1,::20c:c:c:c,UDP,116,"6,66",5678,8765,�\234\223,5678  >  8765 Len=66
972761,38154.66,0.03,::215:15:15:15,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972763,38154.72,0.06,::22a:2a:2a:2a,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972765,38154.77,0.05,::215:15:15:15,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972767,38154.78,0.01,::215:15:15:15,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972769,38154.79,0.01,::215:15:15:15,::201:1:1:1,UDP,59,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972771,38154.83,0.04,::215:15:15:15,::201:1:1:1,UDP,51,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
972773,38154.89,0.06,::212:12:12:12,::201:1:1:1,UDP,50,"6,1",8765,5678,�\234\223,8765  >  5678 Len=1
